;date;n_sick;calls;n_duty;n_sby;sby_need;dafted;demand;n_sick_adj;demand_pred;calls_reg_pred;calls_reg_act_diff;month;year;dayofmonth;weekday;weekofyear;dayofyear;predict_day;season;day;status
661;2018-01-22;75;5514;1900;90;0;0;;75;1103;8047;-2533;1;2018;22;0;4;22;2017-12-15;1;662;actual
662;2018-01-23;66;5838;1900;90;0;0;;66;1168;8049;-2211;1;2018;23;1;4;23;2017-12-15;1;663;actual
663;2018-01-24;69;6486;1900;90;0;0;;69;1298;8050;-1564;1;2018;24;2;4;24;2017-12-15;1;664;actual
664;2018-01-25;68;5334;1900;90;0;0;;68;1067;8052;-2718;1;2018;25;3;4;25;2017-12-15;1;665;actual
665;2018-01-26;65;6618;1900;90;0;0;;65;1324;8053;-1435;1;2018;26;4;4;26;2017-12-15;1;666;actual
666;2018-01-27;65;6864;1900;90;0;0;;65;1373;8055;-1191;1;2018;27;5;4;27;2017-12-15;1;667;actual
667;2018-01-28;73;6390;1900;90;0;0;;73;1278;8056;-1666;1;2018;28;6;4;28;2017-12-15;1;668;actual
668;2018-01-29;80;7416;1900;90;0;0;;80;1484;8058;-642;1;2018;29;0;5;29;2017-12-15;1;669;actual
669;2018-01-30;81;5484;1900;90;0;0;;81;1097;8059;-2575;1;2018;30;1;5;30;2017-12-15;1;670;actual
670;2018-01-31;84;6438;1900;90;0;0;;84;1288;8061;-1623;1;2018;31;2;5;31;2017-12-15;1;671;actual
671;2018-02-01;70;8400;1900;90;0;0;;70;1680;8062;338;2;2018;1;3;5;32;2018-01-15;1;672;actual
672;2018-02-02;77;7938;1900;90;0;0;;77;1588;8064;-126;2;2018;2;4;5;33;2018-01-15;1;673;actual
673;2018-02-03;63;8616;1900;90;0;0;;63;1724;8065;551;2;2018;3;5;5;34;2018-01-15;1;674;actual
674;2018-02-04;71;7686;1900;90;0;0;;71;1538;8067;-381;2;2018;4;6;5;35;2018-01-15;1;675;actual
675;2018-02-05;70;7548;1900;90;0;0;;70;1510;8068;-520;2;2018;5;0;6;36;2018-01-15;1;676;actual
676;2018-02-06;69;7416;1900;90;0;0;;69;1484;8070;-654;2;2018;6;1;6;37;2018-01-15;1;677;actual
677;2018-02-07;69;6960;1900;90;0;0;;69;1392;8071;-1111;2;2018;7;2;6;38;2018-01-15;1;678;actual
678;2018-02-08;73;7962;1900;90;0;0;;73;1593;8073;-111;2;2018;8;3;6;39;2018-01-15;1;679;actual
679;2018-02-09;66;8310;1900;90;0;0;;66;1662;8074;236;2;2018;9;4;6;40;2018-01-15;1;680;actual
680;2018-02-10;56;8010;1900;90;0;0;;56;1602;8076;-66;2;2018;10;5;6;41;2018-01-15;1;681;actual
681;2018-02-11;66;6606;1900;90;0;0;;66;1322;8077;-1471;2;2018;11;6;6;42;2018-01-15;1;682;actual
682;2018-02-12;75;6576;1900;90;0;0;;75;1316;8079;-1503;2;2018;12;0;7;43;2018-01-15;1;683;actual
683;2018-02-13;58;7410;1900;90;0;0;;58;1482;8080;-670;2;2018;13;1;7;44;2018-01-15;1;684;actual
684;2018-02-14;64;7038;1900;90;0;0;;64;1408;8082;-1044;2;2018;14;2;7;45;2018-01-15;1;685;actual
685;2018-02-15;60;7176;1900;90;0;0;;60;1436;8083;-907;2;2018;15;3;7;46;2018-01-15;1;686;actual
686;2018-02-16;75;5868;1900;90;0;0;;75;1174;8085;-2217;2;2018;16;4;7;47;2018-01-15;1;687;actual
687;2018-02-17;64;7788;1900;90;0;0;;64;1558;8086;-298;2;2018;17;5;7;48;2018-01-15;1;688;actual
688;2018-02-18;65;7284;1900;90;0;0;;65;1457;8088;-804;2;2018;18;6;7;49;2018-01-15;1;689;actual
689;2018-02-19;67;8076;1900;90;0;0;;67;1616;8089;-13;2;2018;19;0;8;50;2018-01-15;1;690;actual
690;2018-02-20;67;6678;1900;90;0;0;;67;1336;8091;-1413;2;2018;20;1;8;51;2018-01-15;1;691;actual
691;2018-02-21;75;8784;1900;90;0;0;;75;1757;8092;692;2;2018;21;2;8;52;2018-01-15;1;692;actual
692;2018-02-22;68;5958;1900;90;0;0;;68;1192;8094;-2136;2;2018;22;3;8;53;2018-01-15;1;693;actual
693;2018-02-23;71;8634;1900;90;0;0;;71;1727;8095;539;2;2018;23;4;8;54;2018-01-15;1;694;actual
694;2018-02-24;71;5868;1900;90;0;0;;71;1174;8097;-2229;2;2018;24;5;8;55;2018-01-15;1;695;actual
695;2018-02-25;79;5634;1900;90;0;0;;79;1127;8098;-2464;2;2018;25;6;8;56;2018-01-15;1;696;actual
696;2018-02-26;79;6066;1900;90;0;0;;79;1214;8100;-2034;2;2018;26;0;9;57;2018-01-15;1;697;actual
697;2018-02-27;80;8544;1900;90;0;0;;80;1709;8101;443;2;2018;27;1;9;58;2018-01-15;1;698;actual
698;2018-02-28;85;8880;1900;90;0;0;;85;1776;8103;777;2;2018;28;2;9;59;2018-01-15;1;699;actual
699;2018-03-01;78;10152;1900;90;209;119;2031,0;78;2031;8104;2048;3;2018;1;3;9;60;2018-02-15;1;700;actual
700;2018-03-02;80;8802;1900;90;0;0;;80;1761;8106;696;3;2018;2;4;9;61;2018-02-15;1;701;actual
701;2018-03-03;72;7980;1900;90;0;0;;72;1596;8107;-127;3;2018;3;5;9;62;2018-02-15;1;702;actual
702;2018-03-04;74;7752;1900;90;0;0;;74;1551;8109;-357;3;2018;4;6;9;63;2018-02-15;1;703;actual
703;2018-03-05;78;9588;1900;90;96;6;1918,0;78;1918;8110;1478;3;2018;5;0;10;64;2018-02-15;1;704;actual
704;2018-03-06;69;8406;1900;90;0;0;;69;1682;8112;294;3;2018;6;1;10;65;2018-02-15;1;705;actual
705;2018-03-07;76;9462;1900;90;69;0;1893,0;76;1893;8113;1349;3;2018;7;2;10;66;2018-02-15;1;706;actual
706;2018-03-08;80;7368;1900;90;0;0;;80;1474;8115;-747;3;2018;8;3;10;67;2018-02-15;1;707;actual
707;2018-03-09;87;7782;1900;90;0;0;;87;1557;8116;-334;3;2018;9;4;10;68;2018-02-15;1;708;actual
708;2018-03-10;76;8196;1900;90;0;0;;76;1640;8118;78;3;2018;10;5;10;69;2018-02-15;1;709;actual
709;2018-03-11;68;7704;1900;90;0;0;;68;1541;8119;-415;3;2018;11;6;10;70;2018-02-15;1;710;actual
710;2018-03-12;68;9072;1900;90;0;0;;68;1815;8121;951;3;2018;12;0;11;71;2018-02-15;1;711;actual
711;2018-03-13;68;9480;1900;90;64;0;1896,0;68;1896;8122;1358;3;2018;13;1;11;72;2018-02-15;1;712;actual
712;2018-03-14;78;7134;1900;90;0;0;;78;1427;8124;-990;3;2018;14;2;11;73;2018-02-15;1;713;actual
713;2018-03-15;84;9306;1900;90;46;0;1862,0;84;1862;8125;1181;3;2018;15;3;11;74;2018-02-15;1;714;actual
714;2018-03-16;82;7602;1900;90;0;0;;82;1521;8127;-525;3;2018;16;4;11;75;2018-02-15;1;715;actual
715;2018-03-17;72;7932;1900;90;0;0;;72;1587;8128;-196;3;2018;17;5;11;76;2018-02-15;1;716;actual
716;2018-03-18;74;7920;1900;90;0;0;;74;1584;8130;-210;3;2018;18;6;11;77;2018-02-15;1;717;actual
717;2018-03-19;76;8646;1900;90;0;0;;76;1730;8131;515;3;2018;19;0;12;78;2018-02-15;1;718;actual
718;2018-03-20;88;6708;1900;90;0;0;;88;1342;8133;-1425;3;2018;20;1;12;79;2018-02-15;1;719;actual
719;2018-03-21;94;8166;1900;90;0;0;;94;1634;8134;32;3;2018;21;2;12;80;2018-02-15;1;720;actual
720;2018-03-22;88;7116;1900;90;0;0;;88;1424;8136;-1020;3;2018;22;3;12;81;2018-02-15;1;721;actual
721;2018-03-23;100;7290;1900;90;0;0;;100;1458;8137;-847;3;2018;23;4;12;82;2018-02-15;1;722;actual
722;2018-03-24;84;6612;1900;90;0;0;;84;1323;8139;-1527;3;2018;24;5;12;83;2018-02-15;1;723;actual
723;2018-03-25;83;7248;1900;90;0;0;;83;1450;8140;-892;3;2018;25;6;12;84;2018-02-15;1;724;actual
724;2018-03-26;74;7680;1900;90;0;0;;74;1536;8142;-462;3;2018;26;0;13;85;2018-02-15;1;725;actual
725;2018-03-27;70;7470;1900;90;0;0;;70;1494;8143;-673;3;2018;27;1;13;86;2018-02-15;1;726;actual
726;2018-03-28;69;6876;1900;90;0;0;;69;1376;8145;-1269;3;2018;28;2;13;87;2018-02-15;1;727;actual
727;2018-03-29;81;8190;1900;90;0;0;;81;1638;8146;44;3;2018;29;3;13;88;2018-02-15;1;728;actual
728;2018-03-30;89;8526;1900;90;0;0;;89;1706;8148;378;3;2018;30;4;13;89;2018-02-15;1;729;actual
729;2018-03-31;72;8010;1900;90;0;0;;72;1602;8149;-139;3;2018;31;5;13;90;2018-02-15;1;730;actual
730;2018-04-01;64;9522;1900;90;69;0;1905,0;64;1905;8151;1371;4;2018;1;6;13;91;2018-03-15;2;731;actual
731;2018-04-02;58;9642;1900;90;87;0;1929,0;58;1929;8152;1490;4;2018;2;0;14;92;2018-03-15;2;732;actual
732;2018-04-03;65;9048;1900;90;0;0;;65;1810;8154;894;4;2018;3;1;14;93;2018-03-15;2;733;actual
733;2018-04-04;62;10566;1900;90;276;186;2114,0;62;2114;8155;2411;4;2018;4;2;14;94;2018-03-15;2;734;actual
734;2018-04-05;65;7932;1900;90;0;0;;65;1587;8157;-225;4;2018;5;3;14;95;2018-03-15;2;735;actual
735;2018-04-06;67;9654;1900;90;98;8;1931,0;67;1931;8158;1496;4;2018;6;4;14;96;2018-03-15;2;736;actual
736;2018-04-07;68;8202;1900;90;0;0;;68;1641;8160;42;4;2018;7;5;14;97;2018-03-15;2;737;actual
737;2018-04-08;70;8268;1900;90;0;0;;70;1654;8161;107;4;2018;8;6;14;98;2018-03-15;2;738;actual
738;2018-04-09;74;9438;1900;90;62;0;1888,0;74;1888;8163;1275;4;2018;9;0;15;99;2018-03-15;2;739;actual
739;2018-04-10;66;8580;1900;90;0;0;;66;1716;8164;416;4;2018;10;1;15;100;2018-03-15;2;740;actual
740;2018-04-11;70;7686;1900;90;0;0;;70;1538;8166;-480;4;2018;11;2;15;101;2018-03-15;2;741;actual
741;2018-04-12;73;10080;1900;90;189;99;2016,0;73;2016;8167;1913;4;2018;12;3;15;102;2018-03-15;2;742;actual
742;2018-04-13;72;8454;1900;90;0;0;;72;1691;8169;285;4;2018;13;4;15;103;2018-03-15;2;743;actual
743;2018-04-14;64;8490;1900;90;0;0;;64;1698;8170;320;4;2018;14;5;15;104;2018-03-15;2;744;actual
744;2018-04-15;65;7782;1900;90;0;0;;65;1557;8172;-390;4;2018;15;6;15;105;2018-03-15;2;745;actual
745;2018-04-16;60;8160;1900;90;0;0;;60;1632;8173;-13;4;2018;16;0;16;106;2018-03-15;2;746;actual
746;2018-04-17;56;10068;1900;90;170;80;2014,0;56;2014;8175;1893;4;2018;17;1;16;107;2018-03-15;2;747;actual
747;2018-04-18;64;8352;1900;90;0;0;;64;1671;8176;176;4;2018;18;2;16;108;2018-03-15;2;748;actual
748;2018-04-19;64;7080;1900;90;0;0;;64;1416;8178;-1098;4;2018;19;3;16;109;2018-03-15;2;749;actual
749;2018-04-20;61;9534;1900;90;68;0;1907,0;61;1907;8179;1355;4;2018;20;4;16;110;2018-03-15;2;750;actual
750;2018-04-21;57;9288;1900;90;15;0;1858,0;57;1858;8180;1108;4;2018;21;5;16;111;2018-03-15;2;751;actual
751;2018-04-22;58;8760;1900;90;0;0;;58;1752;8182;578;4;2018;22;6;16;112;2018-03-15;2;752;actual
752;2018-04-23;57;8136;1900;90;0;0;;57;1628;8183;-47;4;2018;23;0;17;113;2018-03-15;2;753;actual
753;2018-04-24;52;8412;1900;90;0;0;;52;1683;8185;227;4;2018;24;1;17;114;2018-03-15;2;754;actual
754;2018-04-25;55;9174;1900;90;0;0;;55;1835;8186;988;4;2018;25;2;17;115;2018-03-15;2;755;actual
755;2018-04-26;58;9522;1900;90;63;0;1905,0;58;1905;8188;1334;4;2018;26;3;17;116;2018-03-15;2;756;actual
756;2018-04-27;55;8220;1900;90;0;0;;55;1644;8189;31;4;2018;27;4;17;117;2018-03-15;2;757;actual
757;2018-04-28;54;8178;1900;90;0;0;;54;1636;8191;-13;4;2018;28;5;17;118;2018-03-15;2;758;actual
758;2018-04-29;55;8412;1900;90;0;0;;55;1683;8192;220;4;2018;29;6;17;119;2018-03-15;2;759;actual
759;2018-04-30;60;9504;1900;90;61;0;1901,0;60;1901;8194;1310;4;2018;30;0;18;120;2018-03-15;2;760;actual
760;2018-05-01;65;9714;1900;90;108;18;1943,0;65;1943;8195;1519;5;2018;1;1;18;121;2018-04-15;2;761;actual
761;2018-05-02;74;8880;1900;90;0;0;;74;1776;8197;683;5;2018;2;2;18;122;2018-04-15;2;762;actual
762;2018-05-03;78;8652;1900;90;0;0;;78;1731;8198;454;5;2018;3;3;18;123;2018-04-15;2;763;actual
763;2018-05-04;76;9078;1900;90;0;0;;76;1816;8200;878;5;2018;4;4;18;124;2018-04-15;2;764;actual
764;2018-05-05;71;9642;1900;90;100;10;1929,0;71;1929;8201;1441;5;2018;5;5;18;125;2018-04-15;2;765;actual
765;2018-05-06;72;9882;1900;90;149;59;1977,0;72;1977;8203;1679;5;2018;6;6;18;126;2018-04-15;2;766;actual
766;2018-05-07;70;10320;1900;90;234;144;2064,0;70;2064;8204;2116;5;2018;7;0;19;127;2018-04-15;2;767;actual
767;2018-05-08;55;9078;1900;90;0;0;;55;1816;8206;872;5;2018;8;1;19;128;2018-04-15;2;768;actual
768;2018-05-09;53;8358;1900;90;0;0;;53;1672;8207;151;5;2018;9;2;19;129;2018-04-15;2;769;actual
769;2018-05-10;53;8562;1900;90;0;0;;53;1713;8209;353;5;2018;10;3;19;130;2018-04-15;2;770;actual
770;2018-05-11;55;8268;1900;90;0;0;;55;1654;8210;58;5;2018;11;4;19;131;2018-04-15;2;771;actual
771;2018-05-12;49;9432;1900;90;36;0;1887,0;49;1887;8212;1220;5;2018;12;5;19;132;2018-04-15;2;772;actual
772;2018-05-13;56;8190;1900;90;0;0;;56;1638;8213;-23;5;2018;13;6;19;133;2018-04-15;2;773;actual
773;2018-05-14;63;8244;1900;90;0;0;;63;1649;8215;29;5;2018;14;0;20;134;2018-04-15;2;774;actual
774;2018-05-15;63;7992;1900;90;0;0;;63;1599;8216;-224;5;2018;15;1;20;135;2018-04-15;2;775;actual
775;2018-05-16;60;9480;1900;90;56;0;1896,0;60;1896;8218;1262;5;2018;16;2;20;136;2018-04-15;2;776;actual
776;2018-05-17;66;7518;1900;90;0;0;;66;1504;8219;-701;5;2018;17;3;20;137;2018-04-15;2;777;actual
777;2018-05-18;68;9942;1900;90;157;67;1989,0;68;1989;8221;1721;5;2018;18;4;20;138;2018-04-15;2;778;actual
778;2018-05-19;73;6822;1900;90;0;0;;73;1365;8222;-1400;5;2018;19;5;20;139;2018-04-15;2;779;actual
779;2018-05-20;78;8460;1900;90;0;0;;78;1692;8224;236;5;2018;20;6;20;140;2018-04-15;2;780;actual
780;2018-05-21;78;9654;1900;90;109;19;1931,0;78;1931;8225;1429;5;2018;21;0;21;141;2018-04-15;2;781;actual
781;2018-05-22;83;8442;1900;90;0;0;;83;1689;8227;215;5;2018;22;1;21;142;2018-04-15;2;782;actual
782;2018-05-23;80;7422;1900;90;0;0;;80;1485;8228;-806;5;2018;23;2;21;143;2018-04-15;2;783;actual
783;2018-05-24;90;8814;1900;90;0;0;;90;1763;8230;584;5;2018;24;3;21;144;2018-04-15;2;784;actual
784;2018-05-25;102;7572;1900;90;0;0;;102;1515;8231;-659;5;2018;25;4;21;145;2018-04-15;2;785;actual
785;2018-05-26;89;8136;1900;90;0;0;;89;1628;8233;-97;5;2018;26;5;21;146;2018-04-15;2;786;actual
786;2018-05-27;88;7428;1900;90;0;0;;88;1486;8234;-806;5;2018;27;6;21;147;2018-04-15;2;787;actual
787;2018-05-28;80;8862;1900;90;0;0;;80;1773;8236;626;5;2018;28;0;22;148;2018-04-15;2;788;actual
788;2018-05-29;70;8226;1900;90;0;0;;70;1646;8237;-11;5;2018;29;1;22;149;2018-04-15;2;789;actual
789;2018-05-30;68;8064;1900;90;0;0;;68;1613;8239;-175;5;2018;30;2;22;150;2018-04-15;2;790;actual
790;2018-05-31;67;7392;1900;90;0;0;;67;1479;8240;-848;5;2018;31;3;22;151;2018-04-15;2;791;actual
791;2018-06-01;66;10752;1900;90;317;227;2151,0;66;2151;8242;2510;6;2018;1;4;22;152;2018-05-15;2;792;actual
792;2018-06-02;60;8766;1900;90;0;0;;60;1754;8243;523;6;2018;2;5;22;153;2018-05-15;2;793;actual
793;2018-06-03;71;9834;1900;90;138;48;1967,0;71;1967;8245;1589;6;2018;3;6;22;154;2018-05-15;2;794;actual
794;2018-06-04;80;11370;1900;90;454;364;2274,0;80;2274;8246;3124;6;2018;4;0;23;155;2018-05-15;2;795;actual
795;2018-06-05;71;10020;1900;90;175;85;2004,0;71;2004;8248;1772;6;2018;5;1;23;156;2018-05-15;2;796;actual
796;2018-06-06;77;9180;1900;90;13;0;1836,0;77;1836;8249;931;6;2018;6;2;23;157;2018-05-15;2;797;actual
797;2018-06-07;77;8718;1900;90;0;0;;77;1744;8251;467;6;2018;7;3;23;158;2018-05-15;2;798;actual
798;2018-06-08;78;8208;1900;90;0;0;;78;1642;8252;-44;6;2018;8;4;23;159;2018-05-15;2;799;actual
799;2018-06-09;79;9318;1900;90;43;0;1864,0;79;1864;8254;1064;6;2018;9;5;23;160;2018-05-15;2;800;actual
800;2018-06-10;90;7068;1900;90;0;0;;90;1414;8255;-1187;6;2018;10;6;23;161;2018-05-15;2;801;actual
801;2018-06-11;78;9012;1900;90;0;0;;78;1803;8257;755;6;2018;11;0;24;162;2018-05-15;2;802;actual
802;2018-06-12;72;10380;1900;90;248;158;2076,0;72;2076;8258;2122;6;2018;12;1;24;163;2018-05-15;2;803;actual
803;2018-06-13;80;10638;1900;90;308;218;2128,0;80;2128;8260;2378;6;2018;13;2;24;164;2018-05-15;2;804;actual
804;2018-06-14;78;8826;1900;90;0;0;;78;1766;8261;565;6;2018;14;3;24;165;2018-05-15;2;805;actual
805;2018-06-15;85;8994;1900;90;0;0;;85;1799;8263;731;6;2018;15;4;24;166;2018-05-15;2;806;actual
806;2018-06-16;82;8196;1900;90;0;0;;82;1640;8264;-68;6;2018;16;5;24;167;2018-05-15;2;807;actual
807;2018-06-17;89;7488;1900;90;0;0;;89;1498;8266;-778;6;2018;17;6;24;168;2018-05-15;2;808;actual
808;2018-06-18;86;8382;1900;90;0;0;;86;1677;8267;115;6;2018;18;0;25;169;2018-05-15;2;809;actual
809;2018-06-19;85;10452;1900;90;276;186;2091,0;85;2091;8269;2183;6;2018;19;1;25;170;2018-05-15;2;810;actual
810;2018-06-20;90;9060;1900;90;2;0;1812,0;90;1812;8270;790;6;2018;20;2;25;171;2018-05-15;2;811;actual
811;2018-06-21;90;7902;1900;90;0;0;;90;1581;8272;-370;6;2018;21;3;25;172;2018-05-15;2;812;actual
812;2018-06-22;91;7356;1900;90;0;0;;91;1472;8273;-917;6;2018;22;4;25;173;2018-05-15;2;813;actual
813;2018-06-23;86;9600;1900;90;106;16;1920,0;86;1920;8275;1325;6;2018;23;5;25;174;2018-05-15;2;814;actual
814;2018-06-24;86;8148;1900;90;0;0;;86;1630;8276;-128;6;2018;24;6;25;175;2018-05-15;2;815;actual
815;2018-06-25;100;10122;1900;90;225;135;2025,0;100;2025;8278;1844;6;2018;25;0;26;176;2018-05-15;2;816;actual
816;2018-06-26;85;9948;1900;90;175;85;1990,0;85;1990;8279;1669;6;2018;26;1;26;177;2018-05-15;2;817;actual
817;2018-06-27;86;8070;1900;90;0;0;;86;1614;8281;-211;6;2018;27;2;26;178;2018-05-15;2;818;actual
818;2018-06-28;82;9588;1900;90;100;10;1918,0;82;1918;8282;1306;6;2018;28;3;26;179;2018-05-15;2;819;actual
819;2018-06-29;89;9510;1900;90;91;1;1902,0;89;1902;8284;1226;6;2018;29;4;26;180;2018-05-15;2;820;actual
820;2018-06-30;90;7692;1900;90;0;0;;90;1539;8285;-593;6;2018;30;5;26;181;2018-05-15;2;821;actual
821;2018-07-01;81;9240;1900;90;29;0;1848,0;81;1848;8287;953;7;2018;1;6;26;182;2018-06-15;3;822;actual
822;2018-07-02;80;10416;1900;90;264;174;2084,0;80;2084;8288;2128;7;2018;2;0;27;183;2018-06-15;3;823;actual
823;2018-07-03;70;8694;1900;90;0;0;;70;1739;8290;404;7;2018;3;1;27;184;2018-06-15;3;824;actual
824;2018-07-04;60;8844;1900;90;0;0;;60;1769;8291;553;7;2018;4;2;27;185;2018-06-15;3;825;actual
825;2018-07-05;63;8544;1900;90;0;0;;63;1709;8293;251;7;2018;5;3;27;186;2018-06-15;3;826;actual
826;2018-07-06;71;9462;1900;90;64;0;1893,0;71;1893;8294;1168;7;2018;6;4;27;187;2018-06-15;3;827;actual
827;2018-07-07;72;9420;1900;90;56;0;1884,0;72;1884;8296;1124;7;2018;7;5;27;188;2018-06-15;3;828;actual
828;2018-07-08;78;8418;1900;90;0;0;;78;1684;8297;121;7;2018;8;6;27;189;2018-06-15;3;829;actual
829;2018-07-09;83;9336;1900;90;51;0;1868,0;83;1868;8299;1037;7;2018;9;0;28;190;2018-06-15;3;830;actual
830;2018-07-10;78;9768;1900;90;132;42;1954,0;78;1954;8300;1468;7;2018;10;1;28;191;2018-06-15;3;831;actual
831;2018-07-11;84;9348;1900;90;54;0;1870,0;84;1870;8302;1046;7;2018;11;2;28;192;2018-06-15;3;832;actual
832;2018-07-12;80;10572;1900;90;295;205;2115,0;80;2115;8303;2269;7;2018;12;3;28;193;2018-06-15;3;833;actual
833;2018-07-13;66;9300;1900;90;26;0;1860,0;66;1860;8305;995;7;2018;13;4;28;194;2018-06-15;3;834;actual
834;2018-07-14;66;10050;1900;90;176;86;2010,0;66;2010;8306;1744;7;2018;14;5;28;195;2018-06-15;3;835;actual
835;2018-07-15;73;8742;1900;90;0;0;;73;1749;8308;434;7;2018;15;6;28;196;2018-06-15;3;836;actual
836;2018-07-16;70;9960;1900;90;162;72;1992,0;70;1992;8309;1651;7;2018;16;0;29;197;2018-06-15;3;837;actual
837;2018-07-17;62;9210;1900;90;4;0;1842,0;62;1842;8311;899;7;2018;17;1;29;198;2018-06-15;3;838;actual
838;2018-07-18;65;9354;1900;90;36;0;1871,0;65;1871;8312;1042;7;2018;18;2;29;199;2018-06-15;3;839;actual
839;2018-07-19;75;9378;1900;90;51;0;1876,0;75;1876;8314;1064;7;2018;19;3;29;200;2018-06-15;3;840;actual
840;2018-07-20;72;7740;1900;90;0;0;;72;1548;8315;-575;7;2018;20;4;29;201;2018-06-15;3;841;actual
841;2018-07-21;65;8550;1900;90;0;0;;65;1710;8317;233;7;2018;21;5;29;202;2018-06-15;3;842;actual
842;2018-07-22;62;6978;1900;90;0;0;;62;1396;8318;-1340;7;2018;22;6;29;203;2018-06-15;3;843;actual
843;2018-07-23;69;8148;1900;90;0;0;;69;1630;8320;-172;7;2018;23;0;30;204;2018-06-15;3;844;actual
844;2018-07-24;69;9396;1900;90;49;0;1880,0;69;1880;8321;1075;7;2018;24;1;30;205;2018-06-15;3;845;actual
845;2018-07-25;69;8586;1900;90;0;0;;69;1718;8323;263;7;2018;25;2;30;206;2018-06-15;3;846;actual
846;2018-07-26;78;8322;1900;90;0;0;;78;1665;8324;-2;7;2018;26;3;30;207;2018-06-15;3;847;actual
847;2018-07-27;82;7872;1900;90;0;0;;82;1575;8326;-454;7;2018;27;4;30;208;2018-06-15;3;848;actual
848;2018-07-28;77;7110;1900;90;0;0;;77;1422;8327;-1217;7;2018;28;5;30;209;2018-06-15;3;849;actual
849;2018-07-29;91;8376;1900;90;0;0;;91;1676;8329;47;7;2018;29;6;30;210;2018-06-15;3;850;actual
850;2018-07-30;92;8442;1900;90;0;0;;92;1689;8330;112;7;2018;30;0;31;211;2018-06-15;3;851;actual
851;2018-07-31;87;8394;1900;90;0;0;;87;1679;8332;62;7;2018;31;1;31;212;2018-06-15;3;852;actual
852;2018-08-01;75;9114;1900;90;0;0;;75;1823;8333;781;8;2018;1;2;31;213;2018-07-15;3;853;actual
853;2018-08-02;79;9024;1900;90;0;0;;79;1805;8335;689;8;2018;2;3;31;214;2018-07-15;3;854;actual
854;2018-08-03;77;9780;1900;90;133;43;1956,0;77;1956;8336;1444;8;2018;3;4;31;215;2018-07-15;3;855;actual
855;2018-08-04;64;8946;1900;90;0;0;;64;1790;8338;608;8;2018;4;5;31;216;2018-07-15;3;856;actual
856;2018-08-05;61;9054;1900;90;0;0;;61;1811;8339;715;8;2018;5;6;31;217;2018-07-15;3;857;actual
857;2018-08-06;68;8322;1900;90;0;0;;68;1665;8341;-19;8;2018;6;0;32;218;2018-07-15;3;858;actual
858;2018-08-07;69;9108;1900;90;0;0;;69;1822;8342;766;8;2018;7;1;32;219;2018-07-15;3;859;actual
859;2018-08-08;74;8676;1900;90;0;0;;74;1736;8344;332;8;2018;8;2;32;220;2018-07-15;3;860;actual
860;2018-08-09;75;7926;1900;90;0;0;;75;1586;8345;-419;8;2018;9;3;32;221;2018-07-15;3;861;actual
861;2018-08-10;74;8406;1900;90;0;0;;74;1682;8346;60;8;2018;10;4;32;222;2018-07-15;3;862;actual
862;2018-08-11;59;7692;1900;90;0;0;;59;1539;8348;-656;8;2018;11;5;32;223;2018-07-15;3;863;actual
863;2018-08-12;63;8070;1900;90;0;0;;63;1614;8349;-279;8;2018;12;6;32;224;2018-07-15;3;864;actual
864;2018-08-13;64;8016;1900;90;0;0;;64;1604;8351;-335;8;2018;13;0;33;225;2018-07-15;3;865;actual
865;2018-08-14;58;10146;1900;90;188;98;2030,0;58;2030;8352;1794;8;2018;14;1;33;226;2018-07-15;3;866;actual
866;2018-08-15;53;8304;1900;90;0;0;;53;1661;8354;-50;8;2018;15;2;33;227;2018-07-15;3;867;actual
867;2018-08-16;56;9648;1900;90;86;0;1930,0;56;1930;8355;1293;8;2018;16;3;33;228;2018-07-15;3;868;actual
868;2018-08-17;62;7842;1900;90;0;0;;62;1569;8357;-515;8;2018;17;4;33;229;2018-07-15;3;869;actual
869;2018-08-18;66;7470;1900;90;0;0;;66;1494;8358;-888;8;2018;18;5;33;230;2018-07-15;3;870;actual
870;2018-08-19;75;9228;1900;90;21;0;1846,0;75;1846;8360;868;8;2018;19;6;33;231;2018-07-15;3;871;actual
871;2018-08-20;79;8304;1900;90;0;0;;79;1661;8361;-57;8;2018;20;0;34;232;2018-07-15;3;872;actual
872;2018-08-21;71;9996;1900;90;171;81;2000,0;71;2000;8363;1633;8;2018;21;1;34;233;2018-07-15;3;873;actual
873;2018-08-22;79;9354;1900;90;50;0;1871,0;79;1871;8364;990;8;2018;22;2;34;234;2018-07-15;3;874;actual
874;2018-08-23;83;9786;1900;90;141;51;1958,0;83;1958;8366;1420;8;2018;23;3;34;235;2018-07-15;3;875;actual
875;2018-08-24;89;9072;1900;90;4;0;1815,0;89;1815;8367;705;8;2018;24;4;34;236;2018-07-15;3;876;actual
876;2018-08-25;82;9558;1900;90;94;4;1912,0;82;1912;8369;1189;8;2018;25;5;34;237;2018-07-15;3;877;actual
877;2018-08-26;95;8712;1900;90;0;0;;95;1743;8370;342;8;2018;26;6;34;238;2018-07-15;3;878;actual
878;2018-08-27;90;9138;1900;90;18;0;1828,0;90;1828;8372;766;8;2018;27;0;35;239;2018-07-15;3;879;actual
879;2018-08-28;92;8652;1900;90;0;0;;92;1731;8373;279;8;2018;28;1;35;240;2018-07-15;3;880;actual
880;2018-08-29;80;8064;1900;90;0;0;;80;1613;8375;-311;8;2018;29;2;35;241;2018-07-15;3;881;actual
